,기간자금설정,기간자금해지,증감
2008-01-24,"36,791","32,371","4,420"
2008-01-23,"25,408","19,377","6,031"
2008-01-22,"20,334","14,095","6,238"
2008-01-21,"31,679","21,248","10,431"
2008-01-18,"25,223","20,628","4,595"
2008-01-17,"33,073","18,654","14,419"
2008-01-16,"51,240","22,661","28,579"
2008-01-15,"20,726","20,613",113
2008-01-14,"21,449","23,200","-1,751"
2008-01-11,"25,506","21,301","4,206"
2008-01-10,"24,193","27,075","-2,882"
2008-01-09,"20,831","18,231","2,600"
2008-01-08,"28,083","19,094","8,989"
2008-01-07,"16,793","11,873","4,920"
2008-01-04,"29,904","23,807","6,097"
2008-01-03,"27,944","19,583","8,361"
2008-01-02,"25,949","19,385","6,564"
2007-12-31,"29,314","35,154","-5,840"
2007-12-28,"34,714","61,585","-26,871"
2007-12-27,"30,667","33,340","-2,673"
2007-12-26,"27,560","28,735","-1,174"
2007-12-24,"18,101","22,486","-4,385"
2007-12-21,"28,924","29,469",-545
2007-12-20,"23,024","60,961","-37,938"
2007-12-18,"19,803","30,418","-10,616"
2007-12-17,"16,648","29,691","-13,043"
2007-12-14,"39,109","26,078","13,031"
2007-12-13,"31,753","15,104","16,649"
2007-12-12,"23,076","18,892","4,184"
2007-12-11,"28,797","32,307","-3,510"
2007-12-10,"19,442","29,406","-9,963"
2007-12-07,"16,964","22,167","-5,203"
2007-12-06,"28,415","23,820","4,595"
2007-12-05,"30,255","20,748","9,507"
2007-12-04,"17,814","34,420","-16,605"
2007-12-03,"23,180","29,191","-6,012"
2007-11-30,"46,191","57,561","-11,370"
2007-11-29,"28,490","25,728","2,762"
2007-11-28,"19,953","25,261","-5,308"
2007-11-27,"18,886","17,329","1,557"
2007-11-26,"22,182","39,829","-17,647"
2007-11-23,"19,881","23,965","-4,084"
2007-11-22,"20,077","16,116","3,961"
2007-11-21,"22,570","20,980","1,590"
2007-11-20,"28,058","20,516","7,542"
2007-11-19,"30,613","20,325","10,288"
2007-11-16,"38,190","21,595","16,595"
2007-11-15,"35,503","24,651","10,852"
2007-11-14,"39,245","18,636","20,608"
2007-11-13,"32,497","23,645","8,852"
2007-11-12,"32,803","48,270","-15,467"
2007-11-09,"32,452","25,262","7,190"
2007-11-08,"19,199","24,145","-4,946"
2007-11-07,"20,085","16,827","3,258"
2007-11-06,"32,136","18,147","13,989"
2007-11-05,"26,246","25,448",798
2007-11-02,"26,725","32,107","-5,382"
2007-11-01,"35,069","27,867","7,202"
2007-10-31,"43,591","37,390","6,202"
2007-10-30,"35,260","33,833","1,427"
2007-10-29,"22,855","24,364","-1,508"
2007-10-26,"24,287","22,941","1,346"
2007-10-25,"29,859","25,112","4,747"
2007-10-24,"22,983","24,763","-1,780"
2007-10-23,"24,198","24,670",-473
2007-10-22,"21,216","18,396","2,820"
2007-10-19,"21,529","22,249",-720
2007-10-18,"33,316","23,702","9,613"
2007-10-17,"30,457","20,607","9,850"
2007-10-16,"35,300","33,562","1,738"
2007-10-15,"24,984","27,746","-2,762"
2007-10-12,"22,772","24,016","-1,244"
2007-10-11,"21,573","21,033",541
2007-10-10,"28,741","24,132","4,609"
2007-10-09,"28,731","22,723","6,008"
2007-10-08,"20,716","22,457","-1,741"
2007-10-05,"23,652","23,313",339
2007-10-04,"25,325","26,096",-772
2007-10-02,"31,392","29,948","1,444"
2007-10-01,"31,364","44,019","-12,655"
2007-09-28,"46,082","38,904","7,177"
2007-09-27,"28,653","32,062","-3,409"
2007-09-21,"20,105","21,529","-1,424"
2007-09-20,"27,614","34,636","-7,022"
2007-09-19,"27,627","28,806","-1,179"
2007-09-18,"20,025","17,657","2,369"
2007-09-17,"22,202","20,523","1,679"
2007-09-14,"31,663","35,127","-3,464"
2007-09-13,"22,882","14,228","8,653"
2007-09-12,"26,207","13,959","12,248"
2007-09-11,"30,871","18,330","12,541"
2007-09-10,"23,246","26,317","-3,071"
2007-09-07,"13,316","33,968","-20,652"
2007-09-06,"18,591","21,718","-3,127"
2007-09-05,"31,532","21,057","10,475"
2007-09-04,"32,568","23,522","9,046"
2007-09-03,"21,599","26,411","-4,812"
2007-08-31,"24,611","33,224","-8,612"
2007-08-30,"22,377","17,644","4,734"
2007-08-29,"24,278","21,746","2,532"
2007-08-28,"22,585","25,800","-3,215"
2007-08-27,"19,187","16,619","2,568"
2007-08-24,"20,243","19,321",923
2007-08-23,"16,343","17,797","-1,454"
2007-08-22,"21,444","10,930","10,513"
2007-08-21,"20,390","27,551","-7,161"
2007-08-20,"20,790","25,551","-4,761"
2007-08-17,"32,103","20,808","11,295"
2007-08-16,"21,751","23,328","-1,578"
2007-08-14,"23,415","17,219","6,195"
2007-08-13,"26,707","33,914","-7,207"
2007-08-10,"21,135","39,796","-18,660"
2007-08-09,"15,519","16,957","-1,438"
2007-08-08,"24,679","10,381","14,299"
2007-08-07,"16,537","10,827","5,710"
2007-08-06,"19,043","16,389","2,653"
2007-08-03,"26,487","18,607","7,879"
2007-08-02,"26,420","17,509","8,911"
2007-08-01,"22,420","18,621","3,799"
2007-07-31,"36,073","32,593","3,480"
2007-07-30,"28,213","32,155","-3,942"
2007-07-27,"26,114","21,542","4,572"
2007-07-26,"22,982","22,088",894
2007-07-25,"27,412","27,749",-337
2007-07-24,"27,020","21,406","5,614"
2007-07-23,"22,568","18,396","4,172"
2007-07-20,"19,288","24,775","-5,487"
2007-07-19,"24,636","38,910","-14,274"
2007-07-18,"34,097","25,580","8,518"
2007-07-16,"41,362","33,568","7,794"
2007-07-13,"31,514","20,387","11,126"
2007-07-12,"29,172","30,897","-1,724"
2007-07-11,"18,273","57,824","-39,551"
2007-07-10,"40,348","33,630","6,718"
2007-07-09,"16,364","17,825","-1,461"
2007-07-06,"20,228","17,502","2,726"
2007-07-05,"24,612","28,980","-4,368"
2007-07-04,"18,574","23,496","-4,922"
2007-07-03,"38,343","20,531","17,812"
2007-07-02,"29,729","35,967","-6,238"
2007-06-29,"36,541","35,652",889
2007-06-28,"33,960","24,521","9,439"
2007-06-27,"36,375","20,022","16,353"
2007-06-26,"35,756","25,125","10,630"
2007-06-25,"23,310","33,321","-10,011"
2007-06-22,"21,800","20,564","1,236"
2007-06-21,"23,851","29,002","-5,151"
2007-06-20,"28,198","20,910","7,288"
2007-06-19,"26,820","22,698","4,122"
2007-06-18,"22,391","19,037","3,354"
2007-06-15,"32,523","26,189","6,334"
2007-06-14,"22,607","21,896",711
2007-06-13,"27,163","13,580","13,582"
2007-06-12,"32,425","21,238","11,187"
2007-06-11,"43,625","28,201","15,424"
2007-06-08,"25,488","33,688","-8,201"
2007-06-07,"19,598","20,265",-667
2007-06-05,"26,651","20,543","6,108"
2007-06-04,"21,512","22,324",-812
2007-06-01,"23,429","22,122","1,307"
2007-05-31,"29,756","36,425","-6,669"
2007-05-30,"32,497","22,084","10,414"
2007-05-29,"34,511","19,568","14,942"
2007-05-28,"23,800","30,423","-6,623"
2007-05-25,"25,233","23,298","1,935"
2007-05-23,"27,526","26,898",627
2007-05-22,"18,015","27,384","-9,370"
2007-05-21,"22,156","45,825","-23,670"
2007-05-18,"18,084","19,662","-1,578"
2007-05-17,"29,194","29,854",-660
2007-05-16,"41,091","19,238","21,853"
2007-05-15,"30,975","24,041","6,934"
2007-05-14,"18,072","22,831","-4,759"
2007-05-11,"22,101","18,077","4,024"
2007-05-10,"22,439","29,878","-7,439"
2007-05-09,"17,994","15,710","2,284"
2007-05-08,"22,998","16,109","6,889"
2007-05-07,"14,934","12,945","1,989"
2007-05-04,"22,866","21,055","1,811"
2007-05-03,"25,894","22,542","3,352"
2007-05-02,"25,785","31,744","-5,958"
2007-04-30,"28,453","44,046","-15,594"
2007-04-27,"28,324","35,772","-7,448"
2007-04-26,"20,035","21,274","-1,239"
2007-04-25,"17,912","32,319","-14,407"
2007-04-24,"24,375","20,622","3,752"
2007-04-23,"25,808","33,255","-7,447"
2007-04-20,"20,010","19,829",182
2007-04-19,"19,255","37,212","-17,957"
2007-04-18,"37,313","20,015","17,298"
2007-04-17,"25,535","24,048","1,487"
2007-04-16,"33,815","36,796","-2,980"
2007-04-13,"24,243","26,910","-2,667"
2007-04-12,"18,863","25,026","-6,162"
2007-04-11,"25,173","24,773",400
2007-04-10,"30,908","31,850",-942
2007-04-09,"15,093","24,968","-9,875"
2007-04-06,"20,609","20,166",442
2007-04-05,"43,990","32,410","11,580"
2007-04-04,"20,409","32,577","-12,169"
2007-04-03,"22,294","35,285","-12,992"
2007-04-02,"18,742","39,594","-20,852"
2007-03-30,"33,777","33,310",467
2007-03-29,"36,752","28,931","7,821"
2007-03-28,"34,556","36,558","-2,002"
2007-03-27,"27,300","24,076","3,223"
2007-03-26,"18,378","23,247","-4,869"
2007-03-23,"18,795","41,516","-22,722"
2007-03-22,"7,590","13,540","-5,950"
2007-03-21,"18,629","30,521","-11,892"
2007-03-20,"27,152","26,696",455
2007-03-19,"15,306","25,660","-10,354"
2007-03-16,"29,770","17,828","11,942"
2007-03-15,"21,024","23,521","-2,497"
2007-03-14,"15,542","17,815","-2,273"
2007-03-13,"23,970","17,839","6,131"
2007-03-12,"21,082","28,601","-7,519"
2007-03-09,"18,518","19,423",-905
2007-03-08,"16,428","27,121","-10,693"
2007-03-07,"13,268","10,996","2,273"
2007-03-06,"26,104","15,966","10,138"
2007-03-05,"29,640","26,522","3,117"
2007-03-02,"28,655","23,815","4,840"
2007-02-28,"36,090","71,757","-35,667"
2007-02-27,"26,848","25,702","1,146"
2007-02-26,"17,985","31,229","-13,244"
2007-02-23,"19,309","26,909","-7,600"
2007-02-22,"14,228","16,025","-1,797"
2007-02-21,"32,166","20,089","12,077"
2007-02-20,"18,829","24,785","-5,956"
2007-02-16,"28,082","19,949","8,133"
2007-02-15,"20,199","22,572","-2,374"
2007-02-14,"19,016","22,856","-3,840"
2007-02-13,"27,004","15,323","11,682"
2007-02-12,"22,367","25,613","-3,246"
2007-02-09,"17,020","34,135","-17,115"
2007-02-08,"17,467","22,171","-4,704"
2007-02-07,"12,421","12,717",-296
2007-02-06,"16,017","18,357","-2,340"
2007-02-05,"17,634","19,597","-1,963"
2007-02-02,"18,868","17,379","1,488"
2007-02-01,"20,514","15,394","5,120"
2007-01-31,"28,000","25,679","2,321"
2007-01-30,"26,464","19,618","6,846"
2007-01-29,"25,190","28,973","-3,783"
2007-01-26,"28,694","33,228","-4,534"
2007-01-25,"18,875","28,958","-10,083"
2007-01-24,"15,497","20,000","-4,503"
2007-01-23,"34,428","19,708","14,720"
2007-01-22,"16,236","18,663","-2,427"
2007-01-19,"16,139","20,954","-4,815"
2007-01-18,"18,352","24,010","-5,659"
2007-01-17,"16,848","15,631","1,217"
2007-01-16,"35,320","16,936","18,384"
2007-01-15,"19,443","25,797","-6,354"
2007-01-12,"20,394","21,758","-1,364"
2007-01-11,"17,704","17,870",-165
2007-01-10,"20,711","22,204","-1,493"
2007-01-09,"22,274","17,706","4,567"
2007-01-08,"20,819","18,014","2,805"
2007-01-05,"17,931","19,785","-1,853"
2007-01-04,"24,670","25,024",-354
2007-01-03,"24,504","25,611","-1,108"
2007-01-02,"27,941","41,180","-13,239"
